"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"1275",21400001275,2021,"Northeast",4000002021,400127521,"Pennsylvania","0",19,3.96,3.958710432,"0","0","7.5","5","0","7.5","7.5","0","1","5","4","4","3","4","4","2","4","2","1","Did not graduate from high school"
"1276",21400001276,2021,"South",4000002021,400127621,"Maryland","0",40,0.25,0.249580368,"0","0","7.5","2","0","5","7.5","1","0","2.5","2","3","1","2","4","1","4","1","2","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1277",21400001277,2021,"Midwest",4000002021,400127721,"Kansas","1",71,1.44,1.43727994,"0","0","7.5","8","0","10","7.5","1","0","5","4","6","7","7","6","1","5","1","7","High school graduate"
"1278",21400001278,2021,"Midwest",4000002021,400127821,"Illinois","1",31,0.59,0.589335203,"0","0","7.5","2","0","7.5","7.5","1","1","2.5","4","4","4","4","3","2","4","5","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1279",21400001279,2021,"South",4000002021,400127921,"Texas","1",29,4.27,4.274906635,"0","0","7.5","1","0","7.5","7.5","1","1","10","5","5","6","5","5","5","6","6","7","4-year college degree"
"1280",21400001280,2021,"South",4000002021,400128021,"Alabama","1",32,0.65,0.651214123,"0","0","5","5","0","2.5","5","1","1","5","1","1","1","1","1","1","1","4","1","4-year college degree"
"1281",21400001281,2021,"Northeast",4000002021,400128121,"New York","1",30,0.6,0.602401614,"1","0","10","2","0","5","10","1","1","2.5","3","1","1","4","5","1","4","2","1","4-year college degree"
"1282",21400001282,2021,"Midwest",4000002021,400128221,"Ohio","1",65,1.01,1.013130188,"0","0","7.5","4","0","7.5","7.5","1","0","0","4","2","4","5","5","6","7","6","7","High school graduate"
"1283",21400001283,2021,"South",4000002021,400128321,"Texas","0",69,0.71,0.70706296,"0","0","7.5","5","0","7.5","10","1","0","2.5","5","6","6","7","5","7","7","7","6","High school graduate"
"1284",21400001284,2021,"South",4000002021,400128421,"Virginia","1",78,1.28,1.280988336,"0","0","7.5","9","0","10","10","0","0","2.5","2","2","4","4","5","1","3","2","6","High school graduate"
"1285",21400001285,2021,"South",4000002021,400128521,"Virginia","1",80,0.91,0.908238888,"0","0","5","8","0","7.5","7.5","1","0","5","5","4","3","4","5","3","3","2","6","High school graduate"
"1286",21400001286,2021,"Midwest",4000002021,400128621,"Nebraska","1",27,0.58,0.5790205,"0","0","7.5","7","1","5","10","1","1","5","5","3","5","5","4","1","2","5","No me considero americano","4-year college degree"
"1287",21400001287,2021,"South",4000002021,400128721,"Florida","0",24,2.89,2.891519308,"0","0","7.5","3","0","5","5","1","0","5","3","1","1","1","1","1","1","1","3","2-year college degree"
"1288",21400001288,2021,"South",4000002021,400128821,"Kentucky","1",29,0.49,0.488044381,"0","0","7.5","1","0","7.5","7.5","1","1","2.5","3","2","1","3","3","2","6","4","1","4-year college degree"
"1289",21400001289,2021,"South",4000002021,400128921,"North Carolina","1",27,0.81,0.805092037,"0","0","7.5","5","0","7.5","7.5","0","0","10","6","5","5","4","6","3","5","4","No me considero americano","4-year college degree"
"1290",21400001290,2021,"Midwest",4000002021,400129021,"Indiana","1",28,0.51,0.512706637,"0","0","10","5","0","5","7.5","1","0","2.5","5","6","6","4","3","5","7","5","6","4-year college degree"
"1291",21400001291,2021,"Midwest",4000002021,400129121,"Iowa","1",24,1.27,1.271805882,"1","0","5","2","0","7.5","7.5","1","0","5","4","5","4","4","3","5","6","6","4","High school graduate"
"1292",21400001292,2021,"Midwest",4000002021,400129221,"Michigan","0",29,1.11,1.109075189,"0","0","10","1","0","5","10","1","0","2.5","3","2","2","3","4","5","6","3","1","Some college, but no degree (yet)"
"1293",21400001293,2021,"Northeast",4000002021,400129321,"New Hampshire","1",20,0.94,0.94272095,"0","1","10","7","1","7.5","7.5","0","0","7.5","5","3","5","5","3","3","4","4","6","Some college, but no degree (yet)"
"1294",21400001294,2021,"South",4000002021,400129421,"Tennessee","1",22,1.49,1.490278006,"0","0","5","5","0","5","7.5","0","0","0","1","2","1","1","1","1","1","1","1","Some college, but no degree (yet)"
"1295",21400001295,2021,"South",4000002021,400129521,"Alabama","1",62,1.65,1.650143385,"0","0","7.5","10","0","7.5","7.5","1","0","5","4","4","4","4","4","1","3","1","7","High school graduate"
"1296",21400001296,2021,"West",4000002021,400129621,"California","1",26,1.08,1.076670408,"0","0","2.5","1","0","5","5","1","1","5","4","4","2","1","1","4","5","2","No me considero americano","Some college, but no degree (yet)"
"1297",21400001297,2021,"West",4000002021,400129721,"California","1",40,2.39,2.39200902,"0","0","5","5","0","7.5","7.5","1","0","5","2","2","2","2","2","2","2","2","4","Some college, but no degree (yet)"
"1298",21400001298,2021,"West",4000002021,400129821,"California","1",22,1.26,1.256124496,"0","1","5","4","0","7.5","7.5","1","1","2.5","4","4","4","4","5","4","5","5","4","2-year college degree"
"1299",21400001299,2021,"Northeast",4000002021,400129921,"Pennsylvania","1",29,0.62,0.618567109,"0","0","7.5","1","0","7.5","10","0","1","5","3","2","2","2","3","4","5","5","1","2-year college degree"
"1300",21400001300,2021,"West",4000002021,400130021,"California","0",64,1.83,1.825481176,"0","0","7.5","1","1","5","7.5","0","0","2.5","6","4","6","6","6","5","7","6","4","High school graduate"
"1301",21400001301,2021,"South",4000002021,400130121,"Virginia","1",67,1.1,1.104768395,"1","0","7.5","10","0","10","10","1","1","5","7","7","7","7","7","7","7","7","7","High school graduate"
"1302",21400001302,2021,"Midwest",4000002021,400130221,"Michigan","1",39,0.41,0.412803948,"1","0","7.5","5","0","7.5","7.5","1","0","7.5","1","3","1","1","2","1","1","1","4","High school graduate"
"1303",21400001303,2021,"Northeast",4000002021,400130321,"New Jersey","0",67,0.8,0.796235979,"0","0","7.5","3","0","7.5","7.5","1","0","0","4","4","3","4","5","6","7","4","7","High school graduate"
"1304",21400001304,2021,"Midwest",4000002021,400130421,"Ohio","1",34,0.56,0.560398042,"0","1","7.5","1","1","7.5","2.5","1","1","10","3","1","3","4","2","5","5","7","2","Some college, but no degree (yet)"
"1305",21400001305,2021,"West",4000002021,400130521,"California","0",81,0.56,0.562721133,"0","0","7.5","1","0","7.5","7.5","1","0","0","3","4","5","4","5","6","6","7","5","High school graduate"
"1306",21400001306,2021,"South",4000002021,400130621,"Texas","0",71,0.58,0.5791713,"1","0","7.5","2","0","7.5","7.5","1","0","2.5","5","5","4","5","4","5","7","6","5","High school graduate"
"1307",21400001307,2021,"South",4000002021,400130721,"Georgia","1",62,0.66,0.658886909,"0","0","5","5","0","7.5","7.5","1","0","5","6","4","7","7","5","3","6","6","7","High school graduate"
"1308",21400001308,2021,"South",4000002021,400130821,"Maryland","1",74,0.87,0.873173118,"0","0","7.5","7","0","7.5","7.5","1","0","2.5","4","4","4","5","5","5","7","6","7","High school graduate"
"1309",21400001309,2021,"West",4000002021,400130921,"California","0",61,2.01,2.014694214,"0","1","7.5","3","0","7.5","7.5","1","0","2.5","4","3","5","5","4","2","5","6","7","Did not graduate from high school"
"1310",21400001310,2021,"South",4000002021,400131021,"South Carolina","0",66,1.42,1.418824196,"0","0","7.5","9","0","7.5","7.5","1","0","5","6","5","5","5","4","4","4","6","7","Did not graduate from high school"
"1311",21400001311,2021,"South",4000002021,400131121,"Louisiana","0",61,1.42,1.423838019,"0","0","7.5","5","0","5","7.5","0","0","2.5","5","4","6","1","6","4","6","7","7","High school graduate"
"1312",21400001312,2021,"South",4000002021,400131221,"Louisiana","0",70,0.58,0.5791713,"1","0","7.5","3","0","5","7.5","1","0","2.5","5","4","7","7","7","3","7","7","7","High school graduate"
"1313",21400001313,2021,"Northeast",4000002021,400131321,"Pennsylvania","0",52,1.73,1.728534102,"1","0","7.5","1","0","7.5","7.5","0","0","0","5","4","7","5","6","6","7","6","6","High school graduate"
"1314",21400001314,2021,"West",4000002021,400131421,"Arizona","1",54,0.54,0.540213645,"0","0","7.5","4","0","7.5","7.5","1","0","2.5","4","4","5","6","6","5","6","5","5","Did not graduate from high school"
"1315",21400001315,2021,"South",4000002021,400131521,"Florida","1",55,0.66,0.658886909,"0","0","10","5","0","7.5","7.5","1","1","5","6","1","3","3","4","3","5","5","7","High school graduate"
"1316",21400001316,2021,"South",4000002021,400131621,"North Carolina","1",54,0.66,0.658886909,"0","0","7.5","4","0","7.5","7.5","1","0","2.5","5","5","5","6","6","6","6","7","6","High school graduate"
"1317",21400001317,2021,"South",4000002021,400131721,"Virginia","0",41,7.02,7.024494648,"1","0","7.5","6","0","7.5","10","1","1","5","1","1","1","1","4","1","1","1","7","High school graduate"
"1318",21400001318,2021,"Midwest",4000002021,400131821,"Kansas","1",70,0.64,0.643002629,"0","0","7.5","5","0","7.5","5","1","0","5","4","4","4","4","4","4","4","5","6","High school graduate"
"1319",21400001319,2021,"Northeast",4000002021,400131921,"New York","1",77,1.21,1.206895947,"0","0","7.5","5","0","7.5","10","1","0","0","7","5","7","7","7","7","7","7","7","High school graduate"
"1320",21400001320,2021,"South",4000002021,400132021,"Texas","1",49,0.62,0.617838025,"0","0","7.5","9","0","7.5","7.5","1","1","7.5","7","7","7","7","7","7","7","7","7","High school graduate"
"1321",21400001321,2021,"Midwest",4000002021,400132121,"Illinois","0",42,1.85,1.845095396,"0","0","7.5","7","0","7.5","7.5","0","0","5","6","5","6","6","5","4","6","5","7","High school graduate"
"1322",21400001322,2021,"West",4000002021,400132221,"California","1",42,6.43,6.425330639,"0","1","7.5","1","0","7.5","5","0","1","7.5","4","3","4","4","5","5","4","5","4","Did not graduate from high school"
"1323",21400001323,2021,"Midwest",4000002021,400132321,"Illinois","0",43,1.03,1.027949691,"0","0","5","5","0","2.5","5","1","0","0","1","1","1","1","1","1","1","1","2","High school graduate"
"1324",21400001324,2021,"Midwest",4000002021,400132421,"Wisconsin","1",32,0.62,0.618840396,"0","1","5","1","1","5","7.5","1","1","5","3","3","2","2","2","2","3","3","2","High school graduate"
"1325",21400001325,2021,"West",4000002021,400132521,"California","0",34,1.83,1.831718087,"0","0","7.5","3","0","5","7.5","1","0","0","7","6","5","5","4","4","6","4","7","Did not graduate from high school"
"1326",21400001326,2021,"South",4000002021,400132621,"Florida","1",45,0.52,0.520762861,"0","0","5","5","0","7.5","7.5","1","0","2.5","2","1","2","2","1","4","5","6","3","High school graduate"
"1327",21400001327,2021,"Northeast",4000002021,400132721,"Pennsylvania","1",43,0.52,0.522293627,"0","0","7.5","5","0","7.5","10","1","1","0","4","4","7","7","7","7","7","7","7","High school graduate"
"1328",21400001328,2021,"South",4000002021,400132821,"Texas","0",38,7.02,7.024494648,"1","0","5","5","0","7.5","7.5","1","0","0","2","1","2","1","1","1","1","1","1","High school graduate"
"1329",21400001329,2021,"South",4000002021,400132921,"Georgia","1",56,0.66,0.658886909,"0","0","5","10","0","10","7.5","1","1","10","5","4","5","5","6","3","1","5","7","High school graduate"
"1330",21400001330,2021,"Northeast",4000002021,400133021,"New York","1",54,0.74,0.735512137,"1","0","7.5","7","0","10","10","1","1","5","4","2","3","2","2","2","6","7","7","High school graduate"
"1331",21400001331,2021,"South",4000002021,400133121,"Florida","1",50,0.59,0.585534394,"0","0","7.5","6","0","7.5","7.5","1","0","5","4","4","5","5","4","4","5","4","4","Did not graduate from high school"
"1332",21400001332,2021,"South",4000002021,400133221,"Texas","0",71,0.58,0.5791713,"0","0","7.5","3","0","7.5","7.5","0","0","2.5","5","1","4","6","6","6","7","7","4","High school graduate"
"1333",21400001333,2021,"West",4000002021,400133321,"California","1",51,0.95,0.950793922,"0","1","7.5","5","0","5","7.5","1","0","5","4","4","4","4","4","4","4","4","7","Did not graduate from high school"
"1334",21400001334,2021,"South",4000002021,400133421,"Alabama","0",57,1.46,1.464567065,"0","0","7.5","1","0","10","10","1","0","7.5","6","5","5","5","5","4","6","7","7","High school graduate"
"1335",21400001335,2021,"South",4000002021,400133521,"Maryland","0",65,0.72,0.7187379,"0","0","7.5","3","0","7.5","7.5","1","0","7.5","4","4","4","5","3","4","6","5","5","High school graduate"
"1336",21400001336,2021,"Northeast",4000002021,400133621,"New York","1",36,0.57,0.570575714,"0","0","7.5","2","0","5","7.5","1","0","5","4","4","4","4","5","5","5","6","6","High school graduate"
"1337",21400001337,2021,"South",4000002021,400133721,"District of Columbia","1",50,0.66,0.658886909,"0","0","7.5","1","0","5","2.5","1","0","5","5","4","5","6","2","2","4","7","7","High school graduate"
"1338",21400001338,2021,"South",4000002021,400133821,"Georgia","0",58,1.2,1.200123549,"0","0","10","4","0","7.5","10","1","0","10","7","4","7","6","4","3","5","7","7","High school graduate"
"1339",21400001339,2021,"South",4000002021,400133921,"North Carolina","0",51,1.56,1.562826037,"0","1","10","1","0","2.5","10","1","0","0","7","4","7","5","7","7","7","7","7","High school graduate"
"1340",21400001340,2021,"South",4000002021,400134021,"District of Columbia","1",55,0.52,0.520762861,"0","1","5","5","0","5","2.5","1","0","5","4","4","4","4","4","4","4","7","7","High school graduate"
"1341",21400001341,2021,"Midwest",4000002021,400134121,"Illinois","1",18,1.49,1.490278006,"0","0","7.5","3","0","7.5","7.5","1","1","7.5","3","4","5","4","5","2","6","5","4","Did not graduate from high school"
"1342",21400001342,2021,"West",4000002021,400134221,"Hawaii","0",68,0.4,0.396279097,"0","0","7.5","8","0","7.5","7.5","1","1","7.5","4","4","4","4","4","1","5","5","6","High school graduate"
"1343",21400001343,2021,"West",4000002021,400134321,"California","1",28,1.84,1.837723732,"1","0","10","1","0","10","10","0","1","10","7","7","7","7","7","7","7","7","7","High school graduate"
"1344",21400001344,2021,"West",4000002021,400134421,"Washington","1",33,0.62,0.622457504,"1","0","10","10","1","10","10","0","1","10","7","7","7","7","7","7","7","7","6","High school graduate"
"1345",21400001345,2021,"South",4000002021,400134521,"Texas","1",58,0.67,0.673263848,"0","1","5","8","0","5","5","1","1","0","4","1","1","2","2","1","1","1","6","High school graduate"
"1346",21400001346,2021,"South",4000002021,400134621,"Florida","0",36,1.3,1.300596952,"0","0","7.5","7","0","2.5","2.5","0","1","7.5","5","5","5","6","6","5","5","5","6","High school graduate"
"1347",21400001347,2021,"West",4000002021,400134721,"Hawaii","0",55,1.16,1.157546401,"1","0","10","9","1","7.5","7.5","0","1","7.5","6","6","5","5","6","6","7","5","6","High school graduate"
"1348",21400001348,2021,"South",4000002021,400134821,"Kentucky","1",49,0.62,0.617838025,"0","0","7.5","5","0","5","7.5","1","0","2.5","6","6","7","7","6","6","7","7","7","High school graduate"
"1349",21400001349,2021,"South",4000002021,400134921,"Texas","1",69,1.59,1.591335177,"0","0","7.5","1","0","5","5","0","1","0","2","3","1","3","3","2","5","4","1","Did not graduate from high school"
"1350",21400001350,2021,"South",4000002021,400135021,"North Carolina","1",36,0.55,0.547469318,"0","1","2.5","2","0","7.5","10","1","0","7.5","5","6","4","5","5","3","4","1","7","Did not graduate from high school"
"1351",21400001351,2021,"Northeast",4000002021,400135121,"Pennsylvania","1",21,1.49,1.490278006,"0","0","2.5","1","0","5","5","1","1","2.5","1","1","1","1","1","1","4","3","No me considero americano","Did not graduate from high school"
"1352",21400001352,2021,"South",4000002021,400135221,"Texas","1",76,1.31,1.310707688,"1","1","5","1","0","5","2.5","1","0","5","5","1","1","1","1","1","2","7","5","High school graduate"
"1353",21400001353,2021,"Midwest",4000002021,400135321,"Illinois","0",63,1.8,1.80148828,"1","0","7.5","6","0","7.5","7.5","1","0","5","5","5","6","6","5","5","5","6","5","High school graduate"
"1354",21400001354,2021,"Northeast",4000002021,400135421,"New York","0",63,0.77,0.767935634,"0","0","7.5","2","0","7.5","7.5","1","0","2.5","7","7","7","7","7","7","7","7","7","High school graduate"
"1355",21400001355,2021,"South",4000002021,400135521,"Virginia","1",48,0.59,0.585534394,"0","1","5","5","0","7.5","7.5","1","0","5","5","3","6","7","5","3","4","6","7","Did not graduate from high school"
"1356",21400001356,2021,"Northeast",4000002021,400135621,"New York","0",18,5.73,5.72735548,"0","0","7.5","3","0","5","7.5","0","0","2.5","6","6","4","2","6","2","7","4","No me considero americano","High school graduate"
"1357",21400001357,2021,"South",4000002021,400135721,"Texas","1",33,5.42,5.41577816,"0","1","5","1","0","2.5","5","1","1","10","3","1","3","5","1","1","1","5","7","Did not graduate from high school"
"1358",21400001358,2021,"Northeast",4000002021,400135821,"New Jersey","1",31,0.54,0.535028636,"1","0","10","5","0","7.5","10","0","0","10","2","5","6","6","6","5","5","7","7","High school graduate"
"1359",21400001359,2021,"Northeast",4000002021,400135921,"New York","1",38,0.45,0.45096457,"1","1","7.5","9","0","7.5","5","1","0","5","6","2","4","4","4","5","7","6","1","High school graduate"
"1360",21400001360,2021,"South",4000002021,400136021,"Florida","1",42,0.41,0.412803948,"1","0","5","4","0","5","7.5","1","0","0","3","1","1","4","1","3","6","5","6","High school graduate"
"1361",21400001361,2021,"Midwest",4000002021,400136121,"Michigan","1",44,0.41,0.412803948,"0","0","10","1","0","7.5","10","1","0","0","7","7","7","7","7","7","7","7","7","High school graduate"
"1362",21400001362,2021,"Midwest",4000002021,400136221,"Minnesota","0",20,2.97,2.966811419,"0","0","7.5","5","0","2.5","10","1","1","5","7","4","5","4","1","3","7","7","7","High school graduate"
"1363",21400001363,2021,"West",4000002021,400136321,"Arizona","1",34,0.41,0.412803948,"0","0","7.5","1","0","7.5","7.5","1","1","7.5","4","2","4","5","5","6","5","7","3","High school graduate"
"1364",21400001364,2021,"Northeast",4000002021,400136421,"New York","1",39,0.57,0.570575714,"0","0","5","5","0","7.5","10","1","0","7.5","7","3","4","5","2","1","6","7","7","High school graduate"
"1365",21400001365,2021,"Midwest",4000002021,400136521,"Illinois","0",23,3.52,3.519853115,"1","0","5","6","0","2.5","2.5","1","1","2.5","2","4","4","4","4","3","4","1","4","High school graduate"
"1366",21400001366,2021,"South",4000002021,400136621,"Florida","1",37,0.52,0.522293627,"1","0","5","5","0","7.5","5","1","0","5","3","2","2","3","2","2","4","4","2","High school graduate"
"1367",21400001367,2021,"South",4000002021,400136721,"Mississippi","0",29,1.08,1.08476758,"0","1","7.5","5","0","5","7.5","1","0","5","4","4","4","4","4","4","4","4","7","High school graduate"
"1368",21400001368,2021,"South",4000002021,400136821,"Maryland","1",27,1.49,1.490278006,"0","1","2.5","6","0","2.5","7.5",NA,NA,"5","4","4","4",NA,"1","1",NA,NA,NA,"Did not graduate from high school"
"1369",21400001369,2021,"West",4000002021,400136921,"Washington","1",22,1.72,1.723232865,"1","1","5","2","1","2.5","7.5","0","1","2.5","3","2","2","4","3","1","3","3","4","High school graduate"
"1370",21400001370,2021,"South",4000002021,400137021,"Georgia","1",37,0.41,0.412803948,"1","0","5","7","0","5","2.5","1","0","10","3","4","3","3","4","4","4","5","6","High school graduate"
"1371",21400001371,2021,"Northeast",4000002021,400137121,"New York","0",33,2.51,2.512869358,"1","0","10","7","0","7.5","5","0","1","10","4","3","3","3","3","5","2","3","7","High school graduate"
"1372",21400001372,2021,"South",4000002021,400137221,"Kentucky","1",38,0.7,0.701522231,"1","0","5","10","0","7.5","5","1","0","2.5","2","1","2","4","3","1","3","1","7","High school graduate"
"1373",21400001373,2021,"South",4000002021,400137321,"Virginia","1",24,1.72,1.723232865,"0","1","7.5","4","0","5","2.5","0","1","5","4","4","4","4","4","3","4","4","4","High school graduate"
"1374",21400001374,2021,"South",4000002021,400137421,"Louisiana","1",38,0.52,0.522293627,"1","0","7.5","1","0","7.5","10","1","1","10","7","6","6","6","1","1","7","7","7","High school graduate"
"1375",21400001375,2021,"Northeast",4000002021,400137521,"New York","1",41,0.99,0.993707836,"0","1","2.5","3","0","7.5","2.5","1","0","5","3","3","3","3","3","3","3","5","7","4-year college degree"
"1376",21400001376,2021,"South",4000002021,400137621,"Florida","0",44,0.99,0.989547968,"0","0","7.5","7","1","7.5","7.5","0","0","5","5","5","6","5","6","7","6","4","5","High school graduate"
"1377",21400001377,2021,"South",4000002021,400137721,"Texas","1",27,0.84,0.83633548,"0","0","2.5","3","0","5","7.5","1","1","0","2","4","1","2","1","1","2","1","2","High school graduate"
"1378",21400001378,2021,"Northeast",4000002021,400137821,"New York","1",21,1.72,1.723232865,"0","0","7.5","5","0","7.5","7.5","1","0",NA,"5","5",NA,NA,"4","3","3","4","No me considero americano","High school graduate"
"1379",21400001379,2021,"South",4000002021,400137921,"Georgia","1",45,0.66,0.658886909,"1","0","10","5","0","10","10","1","0","10","5","5","2","5","6","2","5","7","7","High school graduate"
"1380",21400001380,2021,"Northeast",4000002021,400138021,"Pennsylvania","0",29,1.29,1.286978483,"0","1","10","3","1","5","5","1","1","10","4","5","5","5","5","3","3","3","3","High school graduate"
"1381",21400001381,2021,"South",4000002021,400138121,"North Carolina","1",24,6.77,6.774416447,"0","0","7.5","7","0","7.5","2.5","0","1","7.5","5","5","5","5","5","4","7","6","7","High school graduate"
"1382",21400001382,2021,"Northeast",4000002021,400138221,"New Jersey","0",34,2.32,2.31755209,"0","1","7.5","5","0","7.5","7.5","0","0","7.5","5","4","4","6","3","5","4","7","7","4-year college degree"
"1383",21400001383,2021,"South",4000002021,400138321,"Georgia","1",45,0.53,0.527412176,"0","0","7.5","1","1","7.5","7.5","0","1","5","5","5","5","6","5","5","5","5","7","Some college, but no degree (yet)"
"1384",21400001384,2021,"West",4000002021,400138421,"Alaska","1",29,1.63,1.628902674,"0","0","7.5","5","0","10","10","1","0","5","3","4","4","4","5","1","4","2","7","Some college, but no degree (yet)"
"1385",21400001385,2021,"Midwest",4000002021,400138521,"Illinois","1",29,0.83,0.83251363,"0","0","7.5","1","0","5","10","1","0","7.5","3","4","3","3","4","5","6","5","3","2-year college degree"
"1386",21400001386,2021,"South",4000002021,400138621,"North Carolina","1",22,0.41,0.405226707,"1","0","7.5","3","0","5","7.5","1","1","5","2","2","2","3","5","4","6","4","3","4-year college degree"
"1387",21400001387,2021,"West",4000002021,400138721,"California","0",25,0.51,0.510904372,"1","0","7.5","1","0","5","10","0","1","0","5","3","5","5","6","5","7","7","3","4-year college degree"
"1388",21400001388,2021,"Northeast",4000002021,400138821,"Pennsylvania","0",29,0.55,0.545181334,"1","0","10","3","0","7.5","10","1","0","2.5","6","6","6","6","7","5","7","6","5","4-year college degree"
"1389",21400001389,2021,"Northeast",4000002021,400138921,"Pennsylvania","0",28,0.52,0.519426405,"1","0","7.5","7","1","7.5","7.5","0","0","5","3","5","4","6","6","1","4","2","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1390",21400001390,2021,"Northeast",4000002021,400139021,"Rhode Island","0",29,0.69,0.689781964,"1","0","7.5","3","0","5","10","0","0","0","7","5","3","7","6","5","7","6","2","4-year college degree"
"1391",21400001391,2021,"South",4000002021,400139121,"Virginia","1",25,0.62,0.617490411,"0","0","7.5","2","0","7.5","7.5","0","1","2.5","4","4","2","4","5","5","6","5","3","4-year college degree"
"1392",21400001392,2021,"Northeast",4000002021,400139221,"New York","1",30,0.48,0.483487993,"0","1","7.5","10","1","7.5","7.5","0","1","5","7","7","7","7","7","7","7","5","7","High school graduate"
"1393",21400001393,2021,"Midwest",4000002021,400139321,"Wisconsin","0",27,0.55,0.545181334,"0","0","7.5","5","0","7.5","10","0","1","2.5","4","3","4","5","5","4","6","7","5","4-year college degree"
"1394",21400001394,2021,"South",4000002021,400139421,"North Carolina","1",25,0.33,0.328982741,"0","0","7.5","3","0","5","7.5","1","1","5","3","4","4","4","4","3","4","4","2","4-year college degree"
"1395",21400001395,2021,"South",4000002021,400139521,"Virginia","1",28,0.31,0.313152939,"0","0","7.5","2","0","5","10","1","1","2.5","5","4","1","5","4","5","7","6","1","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1396",21400001396,2021,"Midwest",4000002021,400139621,"Ohio","0",29,1.45,1.447439671,"0","0","10","5","0","10","10","1","0","5","4","4","3","3","5","4","4","3","7","High school graduate"
"1397",21400001397,2021,"Midwest",4000002021,400139721,"Illinois","0",27,0.37,0.366140634,"1","0","10","1","0","7.5","10","0","0","2.5","5","3","4","4","5","5","6","6","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1398",21400001398,2021,"West",4000002021,400139821,"Colorado","1",28,0.83,0.829386473,"0","0","7.5","6","0","5","7.5","1","0","5","5","4","5","4","3","1","3","2","4","4-year college degree"
"1399",21400001399,2021,"West",4000002021,400139921,"California","1",26,1.69,1.685878754,"0","0","7.5","5","0","5","7.5","1","1","5","4","2","2","3","4","2","7","5","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1400",21400001400,2021,"West",4000002021,400140021,"Arizona","1",26,2.5,2.499166012,"0","0","7.5","5","0","10","10","0","0","2.5","4","5","5","5","6","1","2","1","7","High school graduate"
"1401",21400001401,2021,"Northeast",4000002021,400140121,"New York","0",27,1.9,1.896212101,"0","0","10","10","0","10","7.5","0","0","0","7","7","7","7","2","1","7","1","7","4-year college degree"
"1402",21400001402,2021,"South",4000002021,400140221,"Alabama","1",26,0.49,0.488044381,"0","0","7.5","4","0","7.5","7.5","1","0","5","4","3","3","4","3","2","4","5","4","4-year college degree"
"1403",21400001403,2021,"Midwest",4000002021,400140321,"Michigan","1",28,1.27,1.271805882,"0","0","5","1","0","5","7.5","1","1","7.5","1","3","1","1","2","4","6","1","1","High school graduate"
"1404",21400001404,2021,"Northeast",4000002021,400140421,"Connecticut","0",60,0.8,0.801299393,"0","1","5","1","0","5","5","0","0","2.5","6","6","6","6","6","5","6","6","7","Some college, but no degree (yet)"
"1405",21400001405,2021,"South",4000002021,400140521,"Tennessee","1",25,1.49,1.490278006,"0","1","7.5","5","0","7.5","7.5","0","1","5","4","5","4","4","4","4","4","4","No me considero americano","Some college, but no degree (yet)"
"1406",21400001406,2021,"South",4000002021,400140621,"North Carolina","1",28,0.91,0.907503188,"1","0","7.5","5","0","7.5","7.5","1","0","7.5","5","6","6","6","6","6","7","6","7","2-year college degree"
"1407",21400001407,2021,"West",4000002021,400140721,"Nevada","0",28,1.16,1.159108996,"0","0","7.5","2","1","7.5","7.5","1","1","7.5","4","3","4","5","4","4","5","3","4","2-year college degree"
"1408",21400001408,2021,"West",4000002021,400140821,"Washington","1",28,0.83,0.829386473,"0","0","7.5","9","0","7.5","7.5","0","0","0","7","6","7","7","6","2","6","2","7","4-year college degree"
"1409",21400001409,2021,"West",4000002021,400140921,"Utah","1",28,0.24,0.235306337,"0","0","10","6","0","10","10","1","0","5","6","6","6","6","7","2","5","3","5","4-year college degree"
"1410",21400001410,2021,"West",4000002021,400141021,"Idaho","1",25,2.1,2.098819971,"0","1","7.5","5","0","5","5","0","0","5","4","4","4","4","4","4","4","4","4","2-year college degree"
"1411",21400001411,2021,"West",4000002021,400141121,"Washington","1",22,1.27,1.271805882,"0","0","7.5","3","0","7.5","7.5","1","1","7.5","3","2","2","3","4","3","5","4","2","Did not graduate from high school"
"1412",21400001412,2021,"South",4000002021,400141221,"Texas","1",26,1.74,1.744745493,"0","0","7.5","5","0","5","5","0","0","2.5","4","5","5","6","4","2","7","5","5","High school graduate"
"1413",21400001413,2021,"South",4000002021,400141321,"Virginia","0",20,2.39,2.388293743,"0","0","7.5","3","0","7.5","10","0","0","0","4","4","3","4","5","5","6","5","3","Some college, but no degree (yet)"
"1414",21400001414,2021,"Northeast",4000002021,400141421,"Massachusetts","0",29,0.37,0.366140634,"1","0","7.5","4","1","2.5","10","0","0","2.5","4","5","1","5","5","5","7","5","1","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"1415",21400001415,2021,"West",4000002021,400141521,"California","0",28,0.51,0.510904372,"0","0","7.5","2","0","2.5","5","1","1","2.5","2","4","4","3","4","3","4","3","2","4-year college degree"
